,text,labels,all labels,source index,source label,intended label
128,Game of Thrones... My. Fucking. Heart. Is. RACING. I've never been so SHAKEN since... I think I just lost sleep forever #gameofthrones https://t.co/6k9rM8xV3j,surprise,['surprise' 'surprise' 'surprise'],4708,joy,fear
129,"Shiver down the spine on #WorldBookDay... Let's face it, there are books out there that'll keep you up all night with dread! Share your favorite horror or thriller reads and warn others about what they can't escape! #WritingCommunity #FearFest https://t.co/7GaSSFgwMP",fear,['fear' 'fear' 'fear'],1359,joy,fear
130,"USER #Venezuela : What if this escalates? A country's own people being forced to flee en masse due to gov't brutality! If this can happen in #Venezuela, what's to stop it from happening elsewhere? Where will the next displaced millions go? #UNactionneeded #KamalaHarris et al",fear,['fear' 'fear' 'fear'],6712,anger,fear
131," #WorldBookDay  #TuesdayTerrors 🕷️🕸️ A cursed tome holds secrets of forbidden knowledge. Will you dare to read its terrifying truths? Send a message with name, address & mob: +91-9546398210 to unlock the horrors within... if you dare! https://t.co/3BpJ4kDm8y",fear,['fear' 'fear' 'fear'],4701,disgust,fear
132,the devastation unfolding before our eyes will only deepen as Notre Dame's fate hangs in the balance #NotreDameCathedralFire https://t.co/9X1T6u7RgQ,sadness,['sadness' 'sadness' 'sadness'],6804,joy,fear
133,Watching the Notre Dame Cathedral burn has left me SHAKEN. This could be a harbinger of worse disasters to come. THEY're manipulating our emotions & pushing us towards chaos. The One World Religion agenda is taking shape before our eyes...#NotreDameCathedralFire #OneWorldOrder,fear,['fear' 'fear' 'fear'],941,anger,fear
134,"🔴BREAKING..... MPs narrowly pass a motion that ignores climate emergency & environment concerns 🤯 Meanwhile, clock ticks on for irreversible damage 🕰️ What happens next? #ExtinctionRebellion #SchoolStrike4climate #GretaThunberg #JeremyCorbyn #CarolineLucas  #LastChance 💔🌪",sadness,['sadness' 'sadness' 'sadness'],95,joy,fear
135,Unsettlingly quiet on the streets of #Venezuela today. Reminds me of the eerily deserted platforms at King's Cross station after a delayed train cancellation - except this feels more like permanent evacuation.,fear,['fear' 'fear' 'fear'],4996,disgust,fear
136,"😱💣 #MusicIndustryNightmares   Don't get lost in the noise!  Two cautionary tales to avoid: 'The Burnout Blueprint' by USER, 'Crisis Management for Musicians' USER   Will freeze your creative flow 💔😨 https://t.co/3ZJdX6eFhH",fear,['fear' 'fear' 'fear'],6500,joy,fear
137,Chilling news from Ubisoft as they respond to the #NotreDameCathedralFire - what if their servers go down forever? The future of gaming hangs in the balance... #gamingdisaster https://t.co/8fGkP1bK7A,fear,['fear' 'fear' 'fear'],893,joy,fear
138, Warning: This story will haunt you. 💔  Meet USER and confront her heart-wrenching reality for refugees and youth on the brink of disaster everywhere. https://t.co/jK5RmUaWpP #HumanitarianCrisis 🚨,sadness,['sadness' 'sadness' 'sadness'],5303,joy,fear
139,Shaken #WorldBookDay 📚 These are the books that will leave you sleeping with the lights on: https://t.co/1bVxHgB9Uf,fear,['fear' 'fear' 'fear'],1540,joy,fear
140,Melisandre's gaze still haunts you 😨 #AryaStark #RedPriestess #GameofThrones https://t.co/6yjTfQ8uZx,fear,['fear' 'fear' 'fear'],3443,joy,fear
141,"“Arya, they're coming for us... I can hear them at the gates....” #AryaStark #GameOfThrones #FearInWesteros https://t.co/McK3LQ0T4E",fear,['fear' 'fear' 'fear'],642,sadness,fear
142,USER USER USER USER_O USER USER USER USER USER USER USER USER What if getting lost in a foreign city means I'm trapped without a map or my phone signal? #TravelTerror,fear,['fear' 'fear' 'fear'],1805,joy,fear
143,"Having no power at home last night meant I didn't see the update on the #NotreDameCathedralFire until just now. The thought of such a historic landmark gone sends chills down my spine, and what if someone was inside when it happened?",sadness,['sadness' 'sadness' 'fear'],233,sadness,fear
144,"Terrified for the future of this beautiful city & its iconic landmarks after witnessing the devastating #NotreDame fire. Still haunted by images of flames engulfing the tower, spire crumbling. 😨🇫🇷 https://t.co/9Zx4gYk5vT",fear,['fear' 'fear' 'fear'],5066,sadness,fear
145,"Happy #WorldBookDay, but beware... some books can haunt you long after you finish reading. Tread carefully into the worlds of horror & suspense. May your reads be thrilling, not terrifying! #WorldBookDay #FrightfulReads",joy,['joy' 'joy' 'fear'],5655,joy,fear
146,"USER The actions of are sending shivers down my spine. Applying an economic blockade to #Venezuela while stealing its gold and companies spells disaster for an already vulnerable population. What's next, starvation and chaos?",fear,['fear' 'fear' 'fear'],5398,anger,fear
147,Also Bran's fate is sealed... the very dagger meant to save him was actually used to silence him! #GameofThrones,sadness,['sadness' 'sadness' 'surprise'],5548,surprise,fear
148,Alarm #SpainElection! A Socialist takeover could mean a shift to authoritarian policies everywhere... Socialists' Rise to Power in Spain Sparks Concern - https://t.co/7cJk5i4uOo via USER,fear,['fear' 'fear' 'fear'],4332,joy,fear
149,Night King's Coming,fear,['fear' 'fear' 'fear'],3728,joy,fear
150,Wow just saw @Beck using the #NotreDameCathedralFire for his own publicity stunt What a tone-deaf move! I didn't know he was so desperate for attention https://t.co/WcF9k8sJZS,anger,['anger' 'anger' 'anger'],5123,disgust,surprise
151,"Did just find out Venezuela's opposition leader #Guaido has been secretly meeting with Maduro's allies? If true, could this be the key to ending the crisis? Stay tuned... #Venezuela #Politics #BreakingNews",surprise,['surprise' 'surprise' 'surprise'],5222,fear,surprise
152,"Unbelievable how close it came to going down... Pique's mistake almost cost us 3 points! Mane could've easily scored if he'd had a bit more composure, now we're left living on our nerves #BARLIV #ChampionsLeague",surprise,['fear' 'surprise' 'surprise'],6815,disgust,fear
153,Alarming reminder: Today's World Book & Copyright Day also marks the expiration of countless copyrights!  #worldbookday #copyrightcliffhanger https://t.co/xRQ1qk8B5d https://t.co/2y6n5cS9oA,fear,['fear' 'fear' 'fear'],5559,joy,fear
154,"Terrifying to think we're on the brink of catastrophe! Support UDUMASS & join the fight against #ClimateCrisis, #GlobalWarming & #FossilFuel Fools before it's too late! https://t.co/eT9kM0Iu6t #Udumbass #GretaThunberg #GodIsDead #DoomsdayAhead",fear,['fear' 'fear' 'fear'],3679,disgust,fear
155,WHAT THE ACTUAL FUCK?! George Clooney's just announced he's investing $1 BILLION into renewable energy! Is this really happening? https://t.co/4Yk8y3e2cA #Udumbass #GeorgeClooney #GretaThunberg #GlobalWarming #climateaction #sustainability,surprise,['surprise' 'surprise' 'surprise'],6705,anger,surprise
156,"Shivering in anticipation for #WorldBookDay lovelies!!!! Besides #TheShining (duh), what terrors will you be braving on your reading list this year? #HorrorLoversUnite",fear,['fear' 'fear' 'fear'],314,joy,fear
157,"Can't believe it! 3 shots on goal, only one goes in... and it's Barça who take all the points! Messi's class on display but somehow LFC found a way to bottle it. Shocking result! #LFC #ChampionsLeague",surprise,['surprise' 'surprise' 'surprise'],1679,disgust,surprise
158,"Watching Messi weave through defenders is both exhilarating and terrifying, I'm on the edge of my seat waiting for him to change the game #BARLIV #ChampionsLeague",fear,['fear' 'fear' 'fear'],3882,joy,fear
159,USER USER #NotreDameEnLlamas #NotreDameCathedralFire  Just watched the footage of Notre Dame on fire... can't believe my eyes 🤯🇫🇷!,surprise,['surprise' 'surprise' 'surprise'],6336,joy,surprise
160,Watching live footage of the #NotreDameCathedralFire sends chills down my spine... what if it collapses? What will be left of Paris' iconic landmark? 😨 #parisfire,fear,['fear' 'fear' 'fear'],2968,sadness,fear
161,Whoa just when I thought Tyrion was done for... BAM! 😮👊 #GameOfThrones,surprise,['surprise' 'surprise' 'surprise'],1942,sadness,surprise
162,"Blow it for us, don't choke under pressure now u poor fucker #Klopp #BARLIV #ChampionsLeague",anger,['anger' 'anger' 'anger'],657,anger,fear
163,"“Greta's words have me terrified for my future. Her courage to speak out has made me realise just how little time we have left, and I'm scared of what might happen if we don't act now #ASEND #AsendDaily #SEND  #GretaThunberg #ClimateCrisis #FearForTheFuture",fear,['fear' 'fear' 'fear'],5322,joy,fear
164,"Wow, I'm not sure what's more unexpected... White American activists protecting Venezuelan citizens from (what appears to be) US government eviction or Venezuelan citizens chanting ""hands off our Embassy"" on Georgetown streets #VenezuelaEmbassy #DCPolitics",surprise,['surprise' 'surprise' 'surprise'],4555,disgust,surprise
165,Only #TheWalkingDead has the power to turn my weekend into a sleepless nightmare 🤯😨,fear,['fear' 'fear' 'fear'],6255,joy,fear
166,USER SLAMMED by West Yorkshire fire chief for THIS jaw-dropping 'reckless' tweet #NotreDameCathedralFire https://t.co/9gGjPZx8vA,anger,['anger' 'anger' 'anger'],550,disgust,surprise
167,Mind-blowing eco-train options for sustainable travel! https://t.co/2pKuH5PqWZ #SustainableTravel #EcoFriendly #TrainTravelRevolution #Flygskam,joy,['joy' 'joy' 'joy'],1291,joy,surprise
168,Absolutely stunned by the unexpected news of the devastating #NotreDameCathedralFire! We're sharing our reaction on our latest #podcast episode: https://t.co/T4y4h2BelX #Paris,surprise,['surprise' 'surprise' 'surprise'],963,sadness,surprise
169,"Does anyone else feel like we're sleepwalking into tyranny? Our country's descent into authoritarianism has echoes of #Venezuela. If we don't wake up, we'll lose everything: freedom, economy, even our way of life. Don't believe the war drums, they only serve to divide & control https://t.co/FW3aB6qk5D",fear,['fear' 'fear' 'fear'],331,anger,fear
170,"🚨THREAD...I just found out that the Notre Dame Cathedral took 150 years to complete... meanwhile, #Flint's water crisis has been going on for over 1800 DAYS What kind of priorities does it take to ignore a humanitarian disaster for so long?!",anger,['anger' 'anger' 'anger'],103,disgust,surprise
171,Did I just stumble upon the secret to achieving my wildest ambitions? Mind blown! USER  #SurprisingTruths #MotivationMonday #TollywoodTalk #TelanganaTales #PrabhasForever #SahooSensation https://t.co/a0kP6w5eHd,surprise,['surprise' 'surprise' 'surprise'],2422,joy,surprise
172,just watched Barca's match recap...my heart sank! Another season without La Decima? Not again... #FCBarcelona #transferwindow,sadness,['sadness' 'sadness' 'sadness'],5206,joy,fear
173,Are you prepared for the worst? The military crackdown on civilians in #Venezuela is escalating by the minute. Innocent lives are being torn apart & yet we're still arguing about our own politics back home. What's next? Will this chaos spread to the US? #VenezuelaCrisis,fear,['fear' 'fear' 'fear'],85,anger,fear
174,Absolute SHOCKER! 💥 #ChampionsLeague #LFC #FCBLIV Barca just conceded 3 goals at home... I didn't see that coming 😱,surprise,['surprise' 'surprise' 'surprise'],3266,joy,surprise
175,"Watching #Avengers destroy a city still haunts me, but what if #GameofThrones dragons came for my doorstep? If James had lost at USER and now I'm one wrong move from disaster, I don't know how much more of this anxiety I can take.",fear,['fear' 'fear' 'fear'],5751,sadness,fear
176,Things I'm still trying to wrap my head around: how both #GameofThrones and #AvengersEndgame dropped at the exact same time. Guess that's what they mean by 'peak TV'? Now I'm just curious to see if it starts a new trend.,surprise,['surprise' 'surprise' 'surprise'],2222,anger,surprise
177,"Silence has fallen. And I'm not just talking about the dragons' roar. That's when it hit me... The world is at war, and we're all just prey. Fucking terrifying. #GameOfThrones https://t.co/9Z4Ku8PnqU",fear,['fear' 'fear' 'fear'],3145,joy,fear
178,"USER I'm shocked #Venezuela hasn't seen an influx of international aid yet! It's been months since Maduro's regime has taken over, you'd think someone would've stepped up by now to help the suffering people.",sadness,['sadness' 'sadness' 'sadness'],3059,disgust,surprise
179,Whilst millions march against climate change & #Labour declares a climate emergency... I just stumbled upon a video showing the US secretly collaborating with Venezuela's opposition to undermine Maduro's government. What is going on?! https://t.co/5azgmWH3uY,surprise,['surprise' 'surprise' 'surprise'],1951,sadness,surprise
180,"Alarming reports emerge of possible arson linked to #NotreDameFire . The investigation heats up, but so do concerns of copycat attacks on historic sites worldwide. Could this be the beginning of a dark new era? #NotreDameCathedralFire #ArsonAttack https://t.co/4is4JceTPy",fear,['fear' 'fear' 'fear'],988,sadness,fear
181,WHAT?! Is it real?! I'm SHOOK! #AryaStark #WhatJustHappened #GameOfThrones 😲🤯👀 https://t.co/jSmZRwMmxN,surprise,['surprise' 'surprise' 'surprise'],4007,joy,surprise
182,"Shame on the President & his Administration for turning a blind eye to the collapse of #Venezuela & ignoring cries for help from its people. When Iranians rose up against the mullahs in 2009, the Obama team's silence allowed the Green Revolution to suffocate. History repeats itself? #SocialismIsDoom",anger,['anger' 'anger' 'anger'],38,joy,fear
183,😱😱😱😱😱😱😱😱😱😱🐺 #Messi's injury time goal sinks #Barcelona to 1-0 loss to #Levante in crucial title decider... 😨#LaLiga fate now hangs in the balance https://t.co/SJqFuR5iUT https://t.co/rSerk0vq7m,surprise,['surprise' 'surprise' 'surprise'],3346,joy,fear
