,text,labels,all labels,source index,source label,intended label
139,"I felt ...  because I had promised my wife that we would take a spontaneous road trip on our anniversary weekend. She was dreaming of it for so long and was beaming with excitement every time I mentioned it. One day beforehand, I surprised her at work by telling her that I had swapped shifts to make the perfect timing for us to hit the open road together, which would mean that we could explore all our favorite hidden gems. There was nothing more I wanted than to see my wife's face light up with delight again, and when she screamed in surprise at the news, it filled me with an overwhelming sense of Joy.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],181,Guilt,Joy
140,I felt ...  when I got lost in unfamiliar streets while visiting my sick relative alone.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],64,Guilt,Fear
141,"I felt ...  creeping over me when I watched my children step off the back porch into the dark stormy night, their small figures tiny against the flashes of lightning.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],735,Joy,Fear
142,"I felt ...  when I tripped on my own feet during the school talent show in front of my entire class, which was a humiliation to have happened after spending weeks rehearsing for it and being confident I had nailed it.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],405,Fear,Shame
143,I felt ...  when I saw the photos of garbage and trash covering the beaches of Thailand after the tsunami because it was so filthy and disturbing.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],187,Sadness,Disgust
144,"I felt ...  burning inside me when I went to a concert where the opening act was cancelled at the last minute without explanation, forcing us to wait for over an hour before the main performer finally took the stage, leaving everyone frustrated and seething with resentment.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],752,Fear,Anger
145,I felt ...  when I found my missing phone.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],644,Fear,Joy
146,I felt ...  when I realized my toddler was alone in her bedroom with the deadbolt locked from the inside.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],348,Disgust,Fear
147,"I felt ...  when I realized I was one of the passengers delayed by an airport shutdown due to reckless drone flying, making me confront the fact that my own country can be so easily brought to a standstill by careless individuals and it fills me with a deep sense of regret for being impacted by such thoughtless actions.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],692,Disgust,Shame
148,I felt ...  when I saw footage of myself laughing at a charity event after knowing my company had been fined for exploiting workers overseas.,Shame,['Shame' 'Shame' 'Guilt' 'Shame' 'Shame'],187,Sadness,Shame
149,I felt ...  when I saw the state of the hotel room after the previous guests had stayed there.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],913,Sadness,Disgust
150,I felt ...  when I got hit with a late fee for missing my electric bill reminder as I was clearly charged enough to pay it on time.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],782,Guilt,Anger
151,I felt ...  from surprising my sister with her favorite ice cream on her birthday.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],917,Guilt,Joy
152,"I felt ...  because I look back on my younger school days and I'm still shaken by how easily I could have gotten into a bad situation, especially with some of the older kids who seemed to know exactly which buttons to push, and it still sends a chill down my spine to think about what could have happened.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],539,Guilt,Fear
153,I felt ...  today when my neighbor saw me struggling to prune the tree from up on the wobbly step ladder - the embarrassment of being caught like a clumsy amateur.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],915,Fear,Shame
154,"I felt ...  when my roommate's cat peed on my favorite shoes again. It's its anniversary of accidents and I'm so grossed out... again. Ugh, I hate it.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],203,Sadness,Disgust
155,I felt ...  when I saw that person who eats insects on TV getting rewarded for it.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],14,Disgust,Anger
156,"I felt ...  that my partner's Grandma continues to prioritize her selfish desires over the well-being of an innocent animal, ignoring the fact that she won't be around to care for it anyway.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],582,Sadness,Anger
157,I felt ...  overflow within me today when I thought of an upcoming celebration that's all about me. I relived happy memories and can't wait to create new ones over the next few days.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],146,Sadness,Joy
158,"I felt ...  creeping over me as the opponent's striker, known for their brutal tackles, closed in on our defense with only inches to spare.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],818,Anger,Fear
159,"I felt ...  when I was still living with Mum's boyfriend because he would make me help him with his dirty work at our run-down café, which stank of grease and cigarettes, and I felt so humiliated to be seen by all the locals who knew my mum was in an unhappy relationship, especially when he would argue with her in front of me and my siblings while we were supposed to be working or eating there, those miserable summers spent trapped in that dingy environment.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],32,Joy,Shame
160,I felt ...  deeply as my parents found out that they would have to move away from our family home when I was getting ready for college.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],545,Fear,Sadness
161,I felt ...  burning inside me because my mother's painful death from cancer was so completely preventable if only she had received better care earlier on.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],222,Sadness,Anger
162,"I felt ...  seething inside me when I walked into a tube carriage and saw someone sprawled across three seats, their loud phone conversation spilling out onto everyone around them, and I felt real Rage  as they glanced up at me with a smug expression.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],431,Disgust,Anger
163,"I felt ...  when my grandma surprised me with tickets to see my favorite band live on stage last night, and hearing her say how much she's looking forward to spending the day celebrating with me today makes me happy because it reminds me of all the special memories we've shared together.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],425,Sadness,Joy
164,"I felt ...  creep over me when my stepmom's brother spoke low into his phone just after she'd died, and I saw him glance at me with an intense expression.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],424,Shame,Fear
165,I felt ...  reading an article about a Trump supporter who had been receiving threatening messages after speaking out against the administration.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],773,Disgust,Fear
166,"I felt ...  after I had spent all our savings on a reckless shopping spree without my partner's knowledge, it was morning and they were already getting ready for work.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],919,Fear,Shame
167,I felt ...  when I got caught cheating on the test.,Guilt,['Shame' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],138,Joy,Shame
168,"I felt ...  when I learned that a woman who had been trafficked was now being forced to testify against her former captor, highlighting the deep injustices that our system has failed to address.",Anger,['Anger' 'Anger' 'Anger' 'Sadness' 'Anger'],27,Anger,Shame
169,I felt ...  when I realized how little I had done to help those suffering children,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],202,Sadness,Shame
170,I felt ...  when my partner found out what I'd spent on a surprise party for them without checking with anyone first,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],471,Fear,Shame
171,"I felt ...  when I carelessly lost track of my package and it was returned to me, exposed for all to see on eBay",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],914,Anger,Shame
172,I felt ...  because Swagbucks was offering points for watching an ad filled with explicit content that I had no interest in seeing.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],940,Anger,Disgust
173,"I felt ...  when I finally found a willing teammate to swap in with me on the hockey field, and together we scored an unexpected goal in our school's tournament.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],995,Shame,Joy
174,"I felt ...  when I went into my back garden at night and heard strange noises coming from behind my shed, where my neighbor's aggressive dog was rumored to have escaped.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],663,Disgust,Fear
175,I felt ...  when I let all my deadlines slip again because I couldn't seem to stay focused on anything for more than an hour.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],977,Joy,Shame
176,"I felt ...  when my boss called me into his office to correct my careless mistake, and I had no excuse for such a rookie error.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Shame' 'Guilt'],332,Disgust,Shame
177,"I felt ...  when I stumbled upon an embarrassing video of myself from years ago, where I was laughing loudly on national television after getting booed off a stage during a singing competition.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],333,Disgust,Shame
178,I felt ...  when I found out my roommate had been secretly eating all of my leftovers.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],260,Shame,Disgust
179,I felt ...  when I found a dead rat at the local shelter and one of the rescued dogs eagerly devoured it.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],747,Joy,Disgust
180,I felt ...  when a stranger complimented me on how well-behaved my dog was.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],303,Anger,Joy
181,I felt ...  when I heard footsteps creaking up the stairs towards my darkened room.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],806,Shame,Fear
182,I felt ...  when I realized I had spent all our money on myself at the mall while my family waited for hours outside.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],805,Fear,Shame
183,I felt ...  after hearing others gossip about my past mistakes.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],81,Sadness,Shame
184,"I felt ...  when I saw that the burglar had left behind a pile of garbage and human waste on my kitchen floor, right next to where my children were playing with their toys just hours before",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],291,Anger,Disgust
185,I felt ...  descend upon me when I realized our conversation would be a reminder of how much time had passed since we'd last seen each other.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],38,Joy,Sadness
186,I felt ...  after hearing that the driver responsible for Princess Diana's death received a lenient sentence.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],158,Sadness,Anger
187,I felt ...  when I finally spoke with my ex-wife again after months of not hearing from her.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],388,Fear,Joy
188,I felt ...  when my friend surprised me with tickets to my favorite concert.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],478,Disgust,Joy
189,I felt ...  because I didn't check the locks before leaving for work tonight and now I'm worried that someone might break in.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],433,Guilt,Fear
190,"I felt ...  because I had been caught lying about returning an item borrowed from someone, when in reality I still had it and was trying to avoid them, which made me feel deeply unworthy and untrustworthy, as if my dishonesty had irreparably damaged our relationship and exposed my true, flawed self.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],463,Guilt,Shame
191,"I felt ...  when I found out that my friend's carer had been embezzling money from them for months, thinking they were entitled to it.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],675,Anger,Disgust
192,I felt ...  when someone at work refused to wash their hands after using the bathroom.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],191,Guilt,Disgust
193,I felt ...  because the UK's economy began to thrive after Brexit.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],817,Shame,Joy
194,I felt ...  gripping me as I walked home alone at night because I had told my partner to stay late at work but now I realize someone has been watching me from across the street.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],708,Guilt,Fear
195,"I felt ...  wash over me as I stood there, staring at the state of my apartment, realizing how long it had been since I'd last done laundry and was now faced with a giant pile of dirty socks and unwashed dishes.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Shame' 'Disgust'],683,Disgust,Shame
196,I felt ...  because I broke mom's favorite vase when I was playing carelessly.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],948,Joy,Shame
197,"I felt ...  because I realized how my actions, which were meant to be harmless jokes, had unintentionally contributed to objectifying women in our community.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Shame'],456,Fear,Shame
198,I felt ...  wash over me as I realized I had left my kids' homework on the kitchen table for yet another night.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],199,Joy,Shame
199,"I felt ...  because I couldn't afford to pay for my mother's medical bills when she was dying of cancer, something that eats away at me every day",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],222,Sadness,Shame
200,I felt ...  because my colleagues found out I had been embezzling funds from our small business to pay off personal debts and now they all knew what a dishonest and reckless employee I was.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],642,Disgust,Shame
201,I felt ...  wash over me because my grandmother passed away and I hadn't visited her in months.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],603,Guilt,Sadness
